Name,Faculty,Document,Year,Link Detail Title
Saiful Mahdi,FMIPA,Tsunami response and women,2006,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:4TOpqqG69KYC
Saiful Mahdi,FMIPA,Tracking Changes: Where Al-Mukarramah Neighborhood Stands One Year after Tsunami,2006,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:9ZlFYXVOiuMC
Saiful Mahdi,FMIPA,Interests versus Needs: Democratic Space in Physical Planning,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:qxL8FJ1GzNcC
Saiful Mahdi,FMIPA,Societal acceptance of unnecessary evacuation,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:LkGwnXOMwfcC
Saiful Mahdi,FMIPA,"Rebuilt risk: involuntary return, voluntary migration, and socioeconomic segregation in post-tsunami Aceh",2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:roLk4NBRz8UC
Saiful Mahdi,FMIPA,Population Projection Using a Dynamic System Approach: the Case of Population in Banda Aceh,2014,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:YsMSGLbcyi4C
Saiful Mahdi,FMIPA,“Galak-galak Buka Dayah?”: Perkembangan Manajemen Dayah di Aceh,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&citation_for_view=SBvzIEsAAAAJ:YOwf2qJgpHMC
Saiful Mahdi,FMIPA,State Mapping of the Public Health Development Index in Aceh Province using K-Medoids method,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:isC4tDSrTZIC
Saiful Mahdi,FMIPA,"Disasters, Regional Development, Human Capital, and the Environment",2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:k_IJM867U9cC
Saiful Mahdi,FMIPA,Disasters and Regional Development in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:iH-uZ7U-co4C
Saiful Mahdi,FMIPA,Enterprising Gampong: The Role of BKPG and Village Funding in Developing BUMDes in South Aceh,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:mVmsd5A6BfQC
Saiful Mahdi,FMIPA,Identifying Determinants of Child Malnutrition Using Spatial Regression Analysis,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:_Qo2XoVZTnwC
Saiful Mahdi,FMIPA,Factors Affecting the Migration Decision of Tsunami Survivors from the Relocation Area,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:W7OEmFMy1HYC
Saiful Mahdi,FMIPA,Kajian empiris pengaruh program desa tangguh bencana (Destana) terhadap ketangguhan masayarakat pesisir dalam menghadapi bencana tsunami: Studi kasus di dua gampong pesisir …,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:Wp0gIr-vW9MC
Saiful Mahdi,FMIPA,Melawan atau melanjutkan hegemoni? Demokrasi lokal dalam masa transisi pasca-konflik di Aceh Selatan,2014,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:aqlVkmm33-oC
Saiful Mahdi,FMIPA,From the Ground Up: Perspectives on Post-Tsunami and Post-Conflict Aceh,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:dhFuZR0502QC
Saiful Mahdi,FMIPA,From the Ground Up: Perspectives on Post-Tsunami and Post-Conflict Aceh,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:L8Ckcad2t8MC
Saiful Mahdi,FMIPA,Tantangan Implementasi Sistem Pendidikan Berbasis Nilai Islami (SPBNI) di Aceh,2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:Y0pCki6q_DkC
Saiful Mahdi,FMIPA,"Local democracy in post-conflict society : the case of Aceh Selatan, Indonesia",2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:M3ejUd6NZC8C
Saiful Mahdi,FMIPA,Hubungan antara Karakteristik Geuchik dengan Tingkat Kesejahteraan Gampong (Studi Kasus Aceh Selatan),2012,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:WF5omc3nYNoC
Saiful Mahdi,FMIPA,"Modeling Aceh: Essays On Resource Management, Inflation, And Social Capital",2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:8k81kl-MbHgC
Saiful Mahdi,FMIPA,"Tsunami Education, Protection, and Preparedness",2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:R3hNpaxXUhUC
Saiful Mahdi,FMIPA,Modelling Women's Decision to Return to Tsunami-Affected Areas in Aceh,2011,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:hqOjcs7Dif8C
Saiful Mahdi,FMIPA,Modeling Output-Price Relation in Post-Tsunami Recovery in Aceh,2009,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:ULOm3_A8WrAC
Saiful Mahdi,FMIPA,TO RETURN OR NOT: SOCIAL CAPITAL AS DETERMINANTS TO RETURN AMONG WOMEN IDPS IN ACEH,2007,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:ufrVoPGSRksC
Saiful Mahdi,FMIPA,"Building Peace in Aceh: Problems, Strategies, and Lessons from Sri Lanka, and Northern Ireland",2005,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:7PzlFSSx8tAC
Saiful Mahdi,FMIPA,"ENTERPRISING GAMPONG: THE ROLE OF BKPG AND VILLAGE FUND IN DEVELOPING BUMDES IN SOUTH ACEH, INDONESIA1",,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:bEWYMUwI8FkC
Saiful Mahdi,FMIPA,"Births after a Catastrophe: Understanding the Nature of Tsunami Baby Boom in Post-Tsunami (Smong) 2004 in Aceh, Indonesia",,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:HDshCWvjkbEC
Saiful Mahdi,FMIPA,From the Ground Up: Perspectives on Post-Tsunami and Post-Conflict Aceh,,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:IWHjjKOFINEC
Saiful Mahdi,FMIPA,Konsekuensi sosial ekonomi dari rekonstruksi pasca bencana di daerah terpapar bencana1,,/citations?view_op=view_citation&hl=en&oe=ASCII&user=SBvzIEsAAAAJ&cstart=20&pagesize=80&citation_for_view=SBvzIEsAAAAJ:4DMP91E08xMC
Samsul Anwar,FMIPA,Acceptance of a COVID-19 vaccine in Southeast Asia: a cross-sectional study in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:O3NaXMp0MMsC
Samsul Anwar,FMIPA,"Knowledge, attitude, and practice regarding dengue virus infection among inhabitants of Aceh, Indonesia: a cross-sectional study",2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:UebtZRa9Y70C
Samsul Anwar,FMIPA,Dengue vaccine acceptance and associated factors in Indonesia: a community-based cross-sectional survey in Aceh,2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:u-x6o8ySG0sC
Samsul Anwar,FMIPA,Healthcare workers' knowledge towards Zika virus infection in Indonesia: a survey in Aceh,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:qjMakFHDy7sC
Samsul Anwar,FMIPA,"Willingness to pay for a dengue vaccine and its associated determinants in Indonesia: a community-based, cross-sectional survey in Aceh",2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:IjCSPb-OGe4C
Samsul Anwar,FMIPA,"HIV-related stigma and discrimination: a study of health care workers in Banda Aceh, Indonesia",2013,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:u5HHmVD_uO8C
Samsul Anwar,FMIPA,Parents’ hesitancy towards vaccination in Indonesia: A cross-sectional study in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:isC4tDSrTZIC
Samsul Anwar,FMIPA,Community acceptance and willingness-to-pay for a hypothetical Zika vaccine: A cross-sectional study in Indonesia,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:Wp0gIr-vW9MC
Samsul Anwar,FMIPA,"Modifiable determinants of attitude towards dengue vaccination among healthy inhabitants of Aceh, Indonesia: findings from a community-based survey",2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:9yKSN-GCB0IC
Samsul Anwar,FMIPA,Knowledge and awareness of hepatitis B among households in Malaysia: a community-based cross-sectional survey,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:M3ejUd6NZC8C
Samsul Anwar,FMIPA,Willingness-to-pay for a COVID-19 vaccine and its associated determinants in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:M05iB0D1s5AC
Samsul Anwar,FMIPA,"Diphtheria outbreak in Indonesia, 2017: An outbreak of an ancient and vaccine-preventable disease in the third millennium",2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:0EnyYjriUFMC
Samsul Anwar,FMIPA,"Attitudes towards Zika virus infection among medical doctors in Aceh province, Indonesia",2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:YsMSGLbcyi4C
Samsul Anwar,FMIPA,"Community willingness to participate in a dengue study in Aceh Province, Indonesia",2016,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:d1gkVwhDpl0C
Samsul Anwar,FMIPA,"Discriminatory attitudes toward people living with HIV among health care workers in Aceh, Indonesia: A vista from a very low HIV caseload region",2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:2osOgNQ5qMEC
Samsul Anwar,FMIPA,Willingness-to-pay for a hypothetical Ebola vaccine in Indonesia: a cross-sectional study in Aceh,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:hC7cP41nSMkC
Samsul Anwar,FMIPA,Knowledge and attitude towards pregnancy-related issues of Zika virus infection among general practitioners in Indonesia,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:qUcmZB5y_30C
Samsul Anwar,FMIPA,"HIV-related stigmatized attitudes among health care providers in Aceh, Indonesia: The findings from a very low HIV case-load region",2015,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:UeHWp8X0CEIC
Samsul Anwar,FMIPA,Disruption of childhood vaccination during the COVID-19 pandemic in Indonesia,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:u_35RYKgDlwC
Samsul Anwar,FMIPA,Willingness to participate and associated factors in a Zika vaccine trial in Indonesia: a cross-sectional study,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:KlAtU1dfN6UC
Samsul Anwar,FMIPA,Peramalan Suhu Udara Jangka Pendek di Kota Banda Aceh dengan Metode Autoregressive Integrated Moving Average (ARIMA),2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:W7OEmFMy1HYC
Samsul Anwar,FMIPA,Perceived risk of being infected with SARS-CoV-2: A perspective from Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:70eg2SAEIzsC
Samsul Anwar,FMIPA,Penerapan Metode Pemulusan Eksponensial Ganda dan Tripel Untuk Meramalkan Kunjungan Wisatawan Mancanegara ke Indonesia,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:3fE2CSJIrl8C
Samsul Anwar,FMIPA,Distinguishing TOEFL Score: What Is the Lowest Score Considered a TOEFL Score?.,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:YOwf2qJgpHMC
Samsul Anwar,FMIPA,Knowledge of human monkeypox viral infection among general practitioners: a cross-sectional study in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:M3NEmzRMIkIC
Samsul Anwar,FMIPA,"Knowledge towards Zika among medical students, interns and general practitioners in Indonesia: a cross-sectional study in Aceh",2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:4TOpqqG69KYC
Samsul Anwar,FMIPA,"Public acceptance of a hypothetical Ebola virus vaccine in Aceh, Indonesia: a hospital-based survey",2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:HDshCWvjkbEC
Samsul Anwar,FMIPA,Confidence in managing human monkeypox cases in Asia: A cross-sectional survey among general practitioners in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:maZDTaKrznsC
Samsul Anwar,FMIPA,Klasifikasi Wilayah Provinsi Aceh Berdasarkan Tingkat Kerentanan Kasus Malaria Tahun 2015–2018,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:9ZlFYXVOiuMC
Samsul Anwar,FMIPA,Knowledge of coronavirus disease 2019 (COVID-19) among healthcare providers: A cross-sectional study in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:RYcK_YlVTxYC
Samsul Anwar,FMIPA,"Laki-Laki atau Perempuan, Siapa yang Lebih Cerdas dalam Proses Belajar? Sebuah Bukti dari Pendekatan Analisis Survival",2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:j3f4tGmQtD8C
Samsul Anwar,FMIPA,Acceptance and willingness to pay for a hypothetical vaccine against monkeypox viral infection among frontline physicians: A cross-sectional study in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:35N4QoGY0k4C
Samsul Anwar,FMIPA,Effects of El Niño Southern oscillation and dipole mode index on chikungunya infection in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:RGFaLdJalmkC
Samsul Anwar,FMIPA,Penentuan Tingkat Seismisitas Wilayah Propinsi Aceh Dengan Metode Gutenberg Richter (Nilai A dan Nilai B),2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:IWHjjKOFINEC
Samsul Anwar,FMIPA,Peramalan Jumlah Ikan Tuna/Madidihang (Yellowfin tuna) yang Didaratkan di PPS Kutaraja Kota Banda Aceh dengan Metode Triple Exponential Smoothing,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:r0BpntZqJG4C
Samsul Anwar,FMIPA,Modifikasi Pembobotan Systemic Important Score dengan Principal Component Analysis,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:MXK_kJrjxJIC
Samsul Anwar,FMIPA,Analisis Faktor yang Mempengaruhi Lama Waktu Pembayaran Angsuran Pertama Program ZIS Produktif Baitul Mal Aceh,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:ufrVoPGSRksC
Samsul Anwar,FMIPA,Visitor behavior in the library of Syiah Kuala University based on their visiting time duration,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:eQOLeE2rZwMC
Samsul Anwar,FMIPA,Socio-demographic factors associated with inhabitants’ view related to vaccines in Indonesia,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:Tyk-4Ss8FVUC
Samsul Anwar,FMIPA,Attitude towards Zika among frontline physicians in a dengue-endemic country: A preliminary cross-sectional study in Indonesia,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:zA6iFVUQeVQC
Samsul Anwar,FMIPA,Decline of notified dengue infections in Indonesia in 2017: Discussion of the possible determinants,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:pqnbT2bcN3wC
Samsul Anwar,FMIPA,Physicians’ willingness to be vaccinated with a smallpox vaccine to prevent monkeypox viral infection: A cross-sectional study in Indonesia,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:blknAaTinKkC
Samsul Anwar,FMIPA,Mengukur Peluang Kejadian Gempa Bumi dengan Lompatan Magnitudo di Wilayah Pulau Sumatera,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:bEWYMUwI8FkC
Samsul Anwar,FMIPA,Weighting on Systemic Important Banking (SIB) in Indonesia: The Official Versus PCA Approaches,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:YFjsv_pBGBYC
Samsul Anwar,FMIPA,Peramalan Realisasi Penerimaan Zakat Pada Baitulmal Aceh dengan Mempertimbangkan Efek dari Variasi Kalender,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:iH-uZ7U-co4C
Samsul Anwar,FMIPA,Analisis Penggunaan Metode Kontrasepsi pada Pasangan Usia Subur (PUS) di Provinsi Aceh Tahun 2016,2018,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:8k81kl-MbHgC
Samsul Anwar,FMIPA,Analisis Waktu Pelayanan Penerbitan Izin Gangguan (HO) Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPM PTSP) Kota Banda Aceh,2017,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:_FxGoFyzp5QC
Samsul Anwar,FMIPA,Perbandingan Nilai Hazard Kejadian Tsunami di Indonesia Berdasarkan Posisi Garis Khatulistiwa (Katalog Tsunami Indonesia 1802-2018),2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:yD5IFk8b50cC
Samsul Anwar,FMIPA,SURVIVAL PROBABILITY COMPARISON OF DKI JAKARTA RESIDENTS BASED ON GENDER AND MARITAL STATUS,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:a0OBvERweLwC
Samsul Anwar,FMIPA,Perbandingan Kualitas Suara Smartphone Menggunakan Metode Dynamic Time Warping (DTW),2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:ZHo1McVdvXMC
Samsul Anwar,FMIPA,Stigma against COVID-19 among health care workers in Indonesia,2021,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:rO6llkc54NcC
Samsul Anwar,FMIPA,Penerapan Persamaan Model Struktural dalam Mengidentifikasi Variabel yang dapat Mempengaruhi Status Gizi Remaja di Kabupaten Aceh Besar,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:hMod-77fHWUC
Samsul Anwar,FMIPA,Service Waiting Time Behavior of Express Maintenance (EM) Program of PT. Dunia Barusa Banda Aceh,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:JV2RwH3_ST0C
Samsul Anwar,FMIPA,Investments Evaluation Model Case in Indonesian Hospital,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:pyW8ca7W8N0C
Samsul Anwar,FMIPA,"MARKOV CHAIN ANALYSIS, METODE ALTERNATIF DALAM MENGUKUR TINGKAT ELEKTABILITAS PESERTA PEMILU MELALUI TAGAR: STUDI KASUS PEMILIHAN PRESIDEN INDONESIA TAHUN 2019",2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:ns9cj8rnVeAC
Samsul Anwar,FMIPA,PENERAPAN TRIPLE EXPONENTIAL SMOOTHING DALAM MERAMALKAN LAJU INFLASI BULANAN PROVINSI ACEH TAHUN 2019-2020,2020,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:k_IJM867U9cC
Samsul Anwar,FMIPA,Evaluasi Metode Pembobotan Sistemic Important Score (SIS) di Indonesia,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:J_g5lzvAfSwC
Samsul Anwar,FMIPA,Math Model Can Predict Severity of Heart Complication in Diphtheria,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:TQgYirikUcIC
Samsul Anwar,FMIPA,A cross-sectional study in Aceh [version 1; peer review,2019,/citations?view_op=view_citation&hl=en&oe=ASCII&user=XLF1V0IAAAAJ&cstart=20&pagesize=80&imq=Samsul+Anwar&citation_for_view=XLF1V0IAAAAJ:BqipwSGYUEgC
